epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,2345.14,0.84331,0.70162,1.17172,0.95689,0.94494,0.97639,0.85082,0.59483,0.34283,0.91972,0.003895,0.003895,0.003895
187,2511.18,0.84508,0.71207,1.17308,0.9568,0.94495,0.97651,0.85096,0.5948,0.34273,0.91968,0.003862,0.003862,0.003862
188,2681.37,0.84704,0.6988,1.17321,0.95654,0.94499,0.97653,0.85164,0.59457,0.34261,0.91967,0.003829,0.003829,0.003829
189,2848.59,0.83758,0.69537,1.16933,0.95657,0.945,0.97651,0.85121,0.59437,0.34282,0.91981,0.003796,0.003796,0.003796
190,3015.84,0.83965,0.69625,1.16983,0.95582,0.94527,0.97657,0.85112,0.59453,0.34291,0.91993,0.003763,0.003763,0.003763
191,3183.43,0.83915,0.6979,1.17461,0.9552,0.94499,0.97664,0.85067,0.594,0.34234,0.9198,0.00373,0.00373,0.00373
192,3349.98,0.83908,0.6943,1.16962,0.95474,0.94536,0.97652,0.85077,0.59405,0.34227,0.91981,0.003697,0.003697,0.003697
193,3516.17,0.84225,0.70311,1.17585,0.95494,0.94537,0.97654,0.8505,0.59401,0.34226,0.91984,0.003664,0.003664,0.003664
194,3682.94,0.83376,0.68213,1.16592,0.95403,0.94526,0.97636,0.85019,0.5937,0.34212,0.91979,0.003631,0.003631,0.003631
195,3851.19,0.84275,0.70358,1.17599,0.95425,0.94509,0.97631,0.851,0.59365,0.34185,0.91972,0.003598,0.003598,0.003598
196,4017.87,0.84345,0.7027,1.17173,0.95505,0.94502,0.97647,0.85045,0.59387,0.34169,0.91965,0.003565,0.003565,0.003565
197,4185.19,0.83744,0.70041,1.17003,0.95472,0.94556,0.97657,0.85108,0.59366,0.34205,0.91965,0.003532,0.003532,0.003532
198,4351.91,0.83377,0.69761,1.17059,0.95485,0.94563,0.97664,0.85138,0.59339,0.34246,0.91963,0.003499,0.003499,0.003499
